19,19
[floor1]
-1,0,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,D1,-1,D3,-1,-1
-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1
-1,0,0,D2,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1
-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,D3,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1
-1,-1,0,-1,-1,-1,-1,D4,-1,-1,-1,-1,-1,-1,D1,-1,D2,-1,-1
-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
-1,-1,D3,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,D2,-1,-1,-1,0,-1
-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1
-1,0,0,D5,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1
-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1
-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,DO,0,-1,0,0,-1
-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
